Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation Details (Preparation:Remarks),Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,GenBank Numbers,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
"USNM 51902","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/3ad0401cd-ec75-487e-87ad-440aab361b66"
"USNM 51903","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","Eunicea mammosa Lamouroux, 1816","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry; SEM Stub:Bayer 790","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","14 Aug 2024 13:05:00","http://n2t.net/ark:/65665/331d8a0aa-2466-4be5-8b7c-00068358391f"
"USNM 51904","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/3a7d500ee-1901-4114-951a-c15673b3b6b6"
"USNM 51905","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/33181dcb6-37b3-4006-9dc7-417911033e2b"
"USNM 51906","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/30128f4dc-6336-4663-a4d0-c1383f74cbfc"
"USNM 51907","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Dry","20-60","Bousfield, E. L.","30 Mar 1960","","North Atlantic Ocean","Caribbean Sea","","Mexico","Quintana Roo","","","Isla Mujeres Harbor, Channel Side Of Inlet Between Larger Island With Oil Tanks And Smaller Islet To North","","","","Smithsonian - Bredin Caribbean Expedition","Blue Goose R/V","","","","1 to 2","","","","BREDIN/20-60","","229190","","","","","","","","","27 Apr 2020 20:35:00","http://n2t.net/ark:/65665/3e5d4ec21-1e73-40e1-b313-d2ec206609c4"
"USNM 52196","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Arnow, T.","10 Jun 1960","","North Atlantic Ocean","Caribbean Sea","","Puerto Rico","","","","Vega Baja Beach","","","","","","","","","0.5 to 3","","","","","","237505","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3beffa5d3-75a7-4c24-9436-bb58a593f404"
"USNM 52305","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","35","Bartsch, P.","8 May 1912","","North Atlantic Ocean","","","Bahamas","","","","Andros Island, Long Bay Cay, South Of South Bight","","","","","","","","","","","","","","","054232","","","","","","","","","31 Oct 2017 17:17:00","http://n2t.net/ark:/65665/306122e4a-0fa1-496b-a9c5-bf7dd3c332ae"
"USNM 53520","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/347956f37-1209-430c-9c13-2485c7cd1cc6"
"USNM 53521","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/3a10839b2-6563-4736-987d-7df59d56106f"
"USNM 53522","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/3ed5218a7-db6f-48cd-8847-f0fc3b7d14fc"
"USNM 53523","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/3f0a25711-eecb-4d26-af3c-d59d17594dc7"
"USNM 53524","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/31d7319be-1bad-44a5-bddb-e0c2921b6fa6"
"USNM 53525","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/373c05c35-6c0f-40ec-a83a-f9e1dd0392ab"
"USNM 53526","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Larson, R. J.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","2 May 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 230 feet south of cay","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","4 to 5","","","","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/30c647a88-9cba-48e4-b983-02e5bb19ba67"
"USNM 59185","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Musik, K.","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Musik, K.","Apr 1979","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","Investigations of Marine Shallow-Water Ecosystems","","","","","18","","","","","","300990","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3f81a7cf9-70f5-4c97-be09-674d8cb88be9"
"USNM 59459","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","11-G-1","Fenical, W. H.","Apr 1980","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","Investigations of Marine Shallow-Water Ecosystems","","","","","","","","","","","327374","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/33c4e55bc-c0c2-4a3b-93a8-ede138ef6dd8"
"USNM 59460","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","2-G-5","Fenical, W. H.","Apr 1980","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","Investigations of Marine Shallow-Water Ecosystems","","","","","","","","","","","327374","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3fb40785b-1369-42ff-ba79-cf6f3cbac138"
"USNM 82141","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","6 Jul 1988","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",3,"","Dry","","Fenical, W. H.","29 Aug 1987","","North Atlantic Ocean","Gulf of Mexico","","United States","Florida","","","Florida Keys, Looe Key",24.5485,-81.4059,"","","","","","","5","","","","","","379357","","","","","","","","","20 Oct 2014 12:32:00","http://n2t.net/ark:/65665/30b3dd537-92a3-47b8-bac3-c264d955daea"
"USNM 93932","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1993","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",7,"","Dry","","Lindquist, N.","Jul 1992","","North Atlantic Ocean","","","Bahamas","","","","Green Cay","","","","","","","","","","","","","","","407264","","","","","","","","","20 Oct 2014 13:40:00","http://n2t.net/ark:/65665/3f73d9e78-1152-496f-9778-4ad0e5396c8d"
"USNM 97685","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","Dec 1995","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Sanchez, J. A.","16 Sep 1992","Scuba","North Atlantic Ocean","Caribbean Sea","","Colombia","","","","Rosario Islands, Tesoro Island","","","","","","","","Fore reef","15","","","","","","406063","","","","","","","","","20 Oct 2014 14:02:00","http://n2t.net/ark:/65665/3dac8dda3-7065-446d-b78c-ee72fdcda95a"
"USNM 1007356","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, Juan A., Universidad de Los Andes (COLOMBIA)","13 Jul 2000","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","Voucher","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","DRY","82","Sanchez, J. A.","13 Jul 2000","","North Atlantic Ocean","","","Bahamas","","","","Exuma Cays, Normand Cay, Big Point","","","","","","","","","4","","","","","","2027490","","","","","","","","","22 Jan 2025 19:02:00","http://n2t.net/ark:/65665/36a44a1e9-d521-48fc-8d86-6aa4b76cc24f"
"USNM 1018192","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Sanchez, J.","2002","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",2,"","Alcohol (Ethanol); DRY; Slide","","Sanchez, J.; Acosta, A.","12 Aug 2002","Scuba","North Atlantic Ocean","Caribbean Sea","Man-O-War Bay","Trinidad and Tobago","","","","Tobago, Cardinal Rock","","","","","","","","","12","","","","T115","","2027480","","","","","","","","","06 Jan 2020 22:52:00","http://n2t.net/ark:/65665/31262657f-6eca-45bb-9672-946c764e3170"
"USNM 1182969","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","30 Apr 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 50 Yards off S. end, coral heads, sand.","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","3 to 4","","","Tag states, ""coral heads, debris, brown.""","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/32923c63e-c24f-4935-b58f-a40da46f99a7"
"USNM 1182970","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","30 Apr 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay, 50 Yards off S. end, coral heads, sand.","","","","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","3 to 4","","","Tag states, ""brown.""","","","300990","","","","","","","","","07 Dec 2020 22:11:00","http://n2t.net/ark:/65665/35dfdf8df-eee3-44a8-b9a1-7461d97b0288"
"USNM 1182975","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Larson, R. J.","29 Apr 1972","","North Atlantic Ocean","Caribbean Sea","","Belize","","","","Carrie Bow Cay",16.8,-88.08,"","CCRE - Caribbean Coral Reef Ecosystems, Belize","","","","","1.5","Intertidal","","Tag states, ""coral heads, sand, brown.""","","","300990","","","","","","","","","30 Sep 2016 15:15:00","http://n2t.net/ark:/65665/3e99f4ce5-442b-4dd4-b87d-49a37a04f86f"
"USNM 1197323","Specimen/Lot","Eunicea mammosa Lamouroux, 1816","Plexauridae","Cnidaria","Anthozoa","Gorgonacea","Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History","","Eunicea mammosa Lamouroux, 1816 : Plexauridae : Gorgonacea : Anthozoa : Cnidaria","","","","","Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Plexauridae, Plexaurinae","Octocorals","",1,"","Dry","","Guzman, H. M.","","","North Pacific Ocean","","Manzanillo Bay","Costa Rica","","","","","","","","","","","","","15","","","","","specimen number : 3","","","","","","","","","","14 Jan 2013 18:22:00","http://n2t.net/ark:/65665/3a5da58ae-1e88-45c8-84c0-20465787b1ef"
